filename,filepath,class,quality_category,brisque_score,niqe_score,preprocessing_decision,output_path,normalized_path,preprocessing_status,timestamp
complex_cyst_0008.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0008.jpg,complex_cyst,good,12.83856201171875,4.789884849412303,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0008.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0008_normalized.npy,completed,2026-08-15T18:57:17.387681
complex_cyst_0018.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0018.jpg,complex_cyst,good,13.34027099609375,4.803309529311165,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0018.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0018_normalized.npy,completed,2026-08-15T18:57:17.391907
complex_cyst_0021.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0021.jpg,complex_cyst,good,6.59100341796875,4.983602464782837,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0021.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0021_normalized.npy,completed,2026-08-15T18:57:17.398470
complex_cyst_0022.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0022.jpg,complex_cyst,good,5.50933837890625,4.6870565238802255,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0022.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0022_normalized.npy,completed,2026-08-15T18:57:17.404871
complex_cyst_0034.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0034.jpg,complex_cyst,good,14.40374755859375,5.256009668105844,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0034.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0034_normalized.npy,completed,2026-08-15T18:57:17.414605
complex_cyst_0035.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0035.jpg,complex_cyst,good,11.59722900390625,4.760471266245739,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0035.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0035_normalized.npy,completed,2026-08-15T18:57:17.418869
complex_cyst_0080.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0080.jpg,complex_cyst,good,11.9173583984375,4.871606629673864,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0080.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0080_normalized.npy,completed,2026-08-15T18:57:17.423258
complex_cyst_0081.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0081.jpg,complex_cyst,good,9.669189453125,4.5460849089557,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0081.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0081_normalized.npy,completed,2026-08-15T18:57:17.428652
complex_cyst_0085.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0085.jpg,complex_cyst,good,10.3984375,5.116902226859569,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0085.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0085_normalized.npy,completed,2026-08-15T18:57:17.432607
complex_cyst_0086.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0086.jpg,complex_cyst,good,6.47332763671875,5.435359801224167,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0086.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0086_normalized.npy,completed,2026-08-15T18:57:17.436446
complex_cyst_0091.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0091.jpg,complex_cyst,good,12.35040283203125,4.846806199965832,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0091.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0091_normalized.npy,completed,2026-08-15T18:57:17.440349
complex_cyst_0097.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0097.jpg,complex_cyst,good,9.41644287109375,4.526701152405653,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0097.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0097_normalized.npy,completed,2026-08-15T18:57:17.444432
complex_cyst_0099.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0099.jpg,complex_cyst,good,6.65924072265625,4.254375109573611,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0099.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0099_normalized.npy,completed,2026-08-15T18:57:17.448815
complex_cyst_0101.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0101.jpg,complex_cyst,good,12.92303466796875,4.205712448559253,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0101.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0101_normalized.npy,completed,2026-08-15T18:57:17.452984
complex_cyst_0136.jpg,data\raw\UltraSound\Ovarian_US\complex_cyst\complex_cyst_0136.jpg,complex_cyst,good,5.20458984375,4.9761562235452335,"Standard preprocessing (resize, Lee filter, CLAHE, normalize)",data\processed\ultrasound\preprocessed\good\complex_cyst_0136.png,data\processed\ultrasound\preprocessed\good\complex_cyst_0136_normalized.npy,completed,2026-08-15T18:57:17.457443
